SubjectID,ImageID,Gender,Glasses,Reflections,Lighting,SensorID,Eye_state
s0001,229,0,0,0,0,1,0
s0001,230,0,0,0,0,1,0
s0001,231,0,0,0,0,1,0
s0001,232,0,0,0,0,1,0
s0001,233,0,0,0,0,1,0
s0001,234,0,0,0,0,1,0
s0001,235,0,0,0,0,1,0
s0001,236,0,0,0,0,1,0
s0001,237,0,0,0,0,1,0
s0001,238,0,0,0,0,1,0
s0001,239,0,0,0,0,1,0
s0001,240,0,0,0,0,1,0
s0001,241,0,0,0,0,1,0
s0001,242,0,0,0,0,1,0
s0001,243,0,0,0,0,1,0
s0001,244,0,0,0,0,1,0
s0001,245,0,0,0,0,1,0
s0001,246,0,0,0,0,1,0
s0001,247,0,0,0,0,1,0
s0001,248,0,0,0,0,1,0
s0001,249,0,0,0,0,1,0
s0001,250,0,0,0,0,1,0
s0001,251,0,0,0,0,1,0
s0001,252,0,0,0,0,1,0
s0001,253,0,0,0,0,1,0
s0001,254,0,0,0,0,1,0
s0001,255,0,0,0,0,1,0
s0001,256,0,0,0,0,1,0
s0001,257,0,0,0,0,1,0
s0001,258,0,0,0,0,1,0
s0001,259,0,0,0,0,1,0
s0001,260,0,0,0,0,1,0
s0001,261,0,0,0,0,1,0
s0001,262,0,0,0,0,1,0
s0001,263,0,0,0,0,1,0
s0001,264,0,0,0,0,1,0
s0001,265,0,0,0,0,1,0
s0001,266,0,0,0,0,1,0
s0001,267,0,0,0,0,1,0
s0001,268,0,0,0,0,1,0
s0001,269,0,0,0,0,1,0
s0001,270,0,0,0,0,1,0
s0001,271,0,0,0,0,1,0
s0001,272,0,0,0,0,1,0
s0001,273,0,0,0,0,1,0
s0001,274,0,0,0,0,1,0
s0001,275,0,0,0,0,1,0
s0001,276,0,0,0,0,1,0
s0001,277,0,0,0,0,1,0
s0001,278,0,0,0,0,1,0
s0001,279,0,0,0,0,1,0
s0001,280,0,0,0,0,1,0
s0001,281,0,0,0,0,1,0
s0001,282,0,0,0,0,1,0
s0001,283,0,0,0,0,1,0
s0001,284,0,0,0,0,1,0
s0001,285,0,0,0,0,1,0
s0001,286,0,0,0,0,1,0
s0001,287,0,0,0,0,1,0
s0001,288,0,0,0,0,1,0
s0001,289,0,0,0,0,1,0
s0001,290,0,0,0,0,1,0
s0001,291,0,0,0,0,1,0
s0001,292,0,0,0,0,1,0
s0001,293,0,0,0,0,1,0
s0001,294,0,0,0,0,1,0
s0001,295,0,0,0,0,1,0
s0001,296,0,0,0,0,1,0
s0001,297,0,0,0,0,1,0
s0001,298,0,0,0,0,1,0
s0001,299,0,0,0,0,1,0
s0001,300,0,0,0,0,1,0
s0001,301,0,0,0,0,1,0
s0001,302,0,0,0,0,1,0
s0001,303,0,0,0,0,1,0
s0001,304,0,0,0,0,1,0
s0001,305,0,0,0,0,1,0
s0001,306,0,0,0,0,1,0
s0001,307,0,0,0,0,1,0
s0001,308,0,0,0,0,1,0
s0001,309,0,0,0,0,1,0
s0001,310,0,0,0,0,1,0
s0001,311,0,0,0,0,1,0
s0001,312,0,0,0,0,1,0
s0001,313,0,0,0,0,1,0
s0001,314,0,0,0,0,1,0
s0001,315,0,0,0,0,1,0
s0001,316,0,0,0,0,1,0
s0001,317,0,0,0,0,1,0
s0001,318,0,0,0,0,1,0
s0001,319,0,0,0,0,1,0
s0001,320,0,0,0,0,1,0
s0001,321,0,0,0,0,1,0
s0001,322,0,0,0,0,1,0
s0001,323,0,0,0,0,1,0
s0001,324,0,0,0,0,1,0
s0001,325,0,0,0,0,1,0
s0001,326,0,0,0,0,1,0
s0001,327,0,0,0,1,1,0
s0001,328,0,0,0,0,1,0
s0001,329,0,0,0,1,1,0
s0001,330,0,0,0,0,1,0
s0001,331,0,0,0,1,1,0
s0001,332,0,0,0,0,1,0
s0001,333,0,0,0,1,1,0
s0001,334,0,0,0,0,1,0
s0001,335,0,0,0,1,1,0
s0001,336,0,0,0,0,1,0
s0001,337,0,0,0,1,1,0
s0001,338,0,0,0,0,1,0
s0001,339,0,0,0,1,1,0
s0001,340,0,0,0,0,1,0
s0001,341,0,0,0,1,1,0
s0001,342,0,0,0,0,1,0
s0001,343,0,0,0,0,1,0
s0001,344,0,0,0,0,1,0
s0001,345,0,0,0,1,1,0
s0001,346,0,0,0,0,1,0
s0001,347,0,0,0,1,1,0
s0001,348,0,0,0,0,1,0
s0001,349,0,0,0,1,1,0
s0001,350,0,0,0,0,1,0
s0001,351,0,0,0,1,1,0
s0001,352,0,0,0,0,1,0
s0001,353,0,0,0,1,1,0
s0001,354,0,0,0,0,1,0
s0001,355,0,0,0,1,1,0
s0001,356,0,0,0,0,1,0
s0001,357,0,0,0,1,1,0
s0001,358,0,0,0,0,1,0
s0001,359,0,0,0,0,1,0
s0001,360,0,0,0,1,1,0
s0001,361,0,0,0,0,1,0
s0001,362,0,0,0,0,1,0
s0001,363,0,0,0,0,1,0
s0001,364,0,0,0,0,1,0
s0001,365,0,0,0,0,1,0
s0001,366,0,0,0,0,1,0
s0001,367,0,0,0,0,1,0
s0001,368,0,0,0,0,1,0
s0001,369,0,0,0,0,1,0
s0001,370,0,0,0,0,1,0
s0001,371,0,0,0,0,1,0
s0001,372,0,0,0,0,1,0
s0001,373,0,0,0,0,1,0
s0001,374,0,0,0,0,1,0
s0001,375,0,0,0,0,1,0
s0001,376,0,0,0,0,1,0
s0001,377,0,0,0,1,1,0
s0001,378,0,0,0,0,1,0
s0001,379,0,0,0,1,1,0
s0001,380,0,0,0,0,1,0
s0001,381,0,0,0,1,1,0
s0001,382,0,0,0,0,1,0
s0001,383,0,0,0,1,1,0
s0001,384,0,0,0,0,1,0
s0001,385,0,0,0,1,1,0
s0001,386,0,0,0,0,1,0
s0001,387,0,0,0,1,1,0
s0001,388,0,0,0,0,1,0
s0001,389,0,0,0,1,1,0
s0001,390,0,0,0,0,1,0
s0001,391,0,0,0,1,1,0
s0001,392,0,0,0,0,1,0
s0001,393,0,0,0,0,1,0
s0001,394,0,0,0,0,1,0
s0001,395,0,0,0,1,1,0
s0001,396,0,0,0,0,1,0
s0001,397,0,0,0,0,1,0
s0001,398,0,0,0,1,1,0
s0001,399,0,0,0,0,1,0
s0001,400,0,0,0,1,1,0
s0001,401,0,0,0,0,1,0
s0001,402,0,0,0,1,1,0
s0001,403,0,0,0,0,1,0
s0001,404,0,0,0,1,1,0
s0001,405,0,0,0,0,1,0
s0001,406,0,0,0,1,1,0
s0001,407,0,0,0,0,1,0
s0001,408,0,0,0,1,1,0
s0001,409,0,0,0,0,1,0
s0001,410,0,0,0,1,1,0
s0001,411,0,0,0,0,1,0
s0001,412,0,0,0,1,1,0
s0001,413,0,0,0,0,1,0
s0001,414,0,0,0,0,1,0
s0001,415,0,0,0,0,1,0
s0001,416,0,0,0,0,1,0
s0001,417,0,0,0,0,1,0
s0001,418,0,0,0,0,1,0
s0001,419,0,0,0,1,1,0
s0001,420,0,0,0,0,1,0
s0001,421,0,0,0,1,1,0
s0001,422,0,0,0,0,1,0
s0001,423,0,0,0,1,1,0
s0001,424,0,0,0,0,1,0
s0001,425,0,0,0,1,1,0
s0001,426,0,0,0,0,1,0
s0001,427,0,0,0,1,1,0
s0001,428,0,0,0,0,1,0
s0001,429,0,0,0,1,1,0
s0001,430,0,0,0,0,1,0
s0001,431,0,0,0,1,1,0
s0001,432,0,0,0,0,1,0
s0001,433,0,0,0,1,1,0
s0001,434,0,0,0,0,1,0
s0001,435,0,0,0,1,1,0
s0001,436,0,0,0,0,1,0
s0001,437,0,0,0,0,1,0
s0001,438,0,0,0,0,1,0
s0001,439,0,0,0,1,1,0
s0001,440,0,0,0,0,1,0
s0001,441,0,0,0,1,1,0
s0001,442,0,0,0,0,1,0
s0001,443,0,0,0,1,1,0
s0001,444,0,0,0,0,1,0
s0001,445,0,0,0,1,1,0
s0001,446,0,0,0,0,1,0
s0001,447,0,0,0,1,1,0
s0001,448,0,0,0,0,1,0
s0001,449,0,0,0,1,1,0
s0001,450,0,0,0,0,1,0
s0001,451,0,0,0,1,1,0
s0001,452,0,0,0,0,1,0
s0001,453,0,0,0,1,1,0
s0001,454,0,0,0,0,1,0
s0001,455,0,0,0,1,1,0
s0001,456,0,0,0,0,1,0
s0001,457,0,0,0,1,1,0
s0001,458,0,0,0,0,1,0
s0001,459,0,0,0,0,1,0
s0001,460,0,0,0,0,1,0
s0001,461,0,0,0,1,1,0
s0001,462,0,0,0,0,1,0
s0001,463,0,0,0,1,1,0
s0001,464,0,0,0,0,1,0
s0001,465,0,0,0,1,1,0
s0001,466,0,0,0,0,1,0
s0001,467,0,0,0,0,1,0
s0001,468,0,0,0,0,1,0
s0001,469,0,0,0,0,1,0
s0001,470,0,0,0,0,1,0
s0001,471,0,0,0,0,1,0
s0001,472,0,0,0,0,1,0
s0001,473,0,0,0,0,1,0
s0001,474,0,0,0,0,1,0
s0001,475,0,0,0,0,1,0
s0001,476,0,0,0,0,1,0
s0001,477,0,0,0,0,1,0
s0001,478,0,0,0,0,1,0
s0001,479,0,0,0,1,1,0
s0001,480,0,0,0,0,1,0
s0001,481,0,0,0,0,1,0
s0001,482,0,0,0,1,1,0
s0001,483,0,0,0,0,1,0
s0001,484,0,0,0,0,1,0
s0001,485,0,0,0,1,1,0
s0001,486,0,0,0,0,1,0
s0001,487,0,0,0,1,1,0
s0001,488,0,0,0,0,1,0
s0001,489,0,0,0,0,1,0
s0001,490,0,0,0,0,1,0
s0001,491,0,0,0,0,1,0
s0001,492,0,0,0,0,1,0
s0001,493,0,0,0,0,1,0
s0001,494,0,0,0,0,1,0
s0001,495,0,0,0,0,1,0
s0001,496,0,0,0,0,1,0
s0001,497,0,0,0,0,1,0
s0001,498,0,0,0,0,1,0
s0001,499,0,0,0,0,1,0
s0001,500,0,0,0,0,1,0
s0001,501,0,0,0,0,1,0
s0001,502,0,0,0,0,1,0
s0001,503,0,0,0,0,1,0
s0001,504,0,0,0,0,1,0
s0001,505,0,0,0,0,1,0
s0001,506,0,0,0,0,1,0
s0001,507,0,0,0,0,1,0
s0001,508,0,0,0,0,1,0
s0001,509,0,0,0,0,1,0
s0001,510,0,0,0,0,1,0
s0001,511,0,0,0,0,1,0
s0001,512,0,0,0,0,1,0
s0001,513,0,0,0,0,1,0
s0001,514,0,0,0,0,1,0
s0001,515,0,0,0,0,1,0
s0001,516,0,0,0,0,1,0
s0001,517,0,0,0,0,1,0
s0001,518,0,0,0,0,1,0
s0001,519,0,0,0,0,1,0
s0001,520,0,0,0,0,1,0
s0001,521,0,0,0,0,1,0
s0001,522,0,0,0,0,1,0
s0001,523,0,0,0,0,1,0
s0001,524,0,0,0,0,1,0
s0001,525,0,0,0,0,1,0
s0001,526,0,0,0,0,1,0
s0001,527,0,0,0,0,1,0
s0001,528,0,0,0,0,1,0
s0001,529,0,0,0,1,1,0
s0001,530,0,0,0,0,1,0
s0001,531,0,0,0,1,1,0
s0001,532,0,0,0,0,1,0
s0001,533,0,0,0,1,1,0
s0001,534,0,0,0,0,1,0
s0001,535,0,0,0,1,1,0
s0001,536,0,0,0,0,1,0
s0001,537,0,0,0,1,1,0
s0001,538,0,0,0,0,1,0
s0001,539,0,0,0,1,1,0
s0001,540,0,0,0,0,1,0
s0001,541,0,0,0,1,1,0
s0001,542,0,0,0,0,1,0
s0001,543,0,0,0,1,1,0
s0001,544,0,0,0,0,1,0
s0001,545,0,0,0,1,1,0
s0001,546,0,0,0,0,1,0
s0001,547,0,0,0,1,1,0
s0001,548,0,0,0,0,1,0
s0001,549,0,0,0,0,1,0
s0001,550,0,0,0,0,1,0
s0001,551,0,0,0,1,1,0
s0001,552,0,0,0,0,1,0
s0001,553,0,0,0,1,1,0
s0001,554,0,0,0,0,1,0
s0001,555,0,0,0,1,1,0
s0001,556,0,0,0,0,1,0
s0001,557,0,0,0,1,1,0
s0001,558,0,0,0,0,1,0
s0001,559,0,0,0,1,1,0
s0001,560,0,0,0,0,1,0
s0001,561,0,0,0,1,1,0
s0001,562,0,0,0,0,1,0
s0001,563,0,0,0,1,1,0
s0001,564,0,0,0,0,1,0
s0001,565,0,0,0,1,1,0
s0001,566,0,0,0,0,1,0
s0001,567,0,0,0,1,1,0
s0001,568,0,0,0,0,1,0
s0001,569,0,0,0,0,1,0
s0001,570,0,0,0,0,1,0
s0001,571,0,0,0,0,1,0
s0001,572,0,0,0,0,1,0
s0001,573,0,0,0,0,1,0
s0001,574,0,0,0,0,1,0
s0001,575,0,0,0,0,1,0
s0001,576,0,0,0,0,1,0
s0001,577,0,0,0,0,1,0
s0001,578,0,0,0,0,1,0
s0001,579,0,0,0,0,1,0
s0001,580,0,0,0,0,1,0
s0001,581,0,0,0,0,1,0
s0001,582,0,0,0,0,1,0
s0001,583,0,0,0,0,1,0
s0001,584,0,0,0,0,1,0
s0001,585,0,0,0,0,1,0
s0001,586,0,0,0,0,1,0
s0001,587,0,0,0,0,1,0
s0001,588,0,0,0,0,1,0
s0001,589,0,0,0,0,1,0
s0001,590,0,0,0,0,1,0
s0001,591,0,0,0,0,1,0
s0001,592,0,0,0,1,1,0
s0001,593,0,0,0,1,1,0
s0001,594,0,0,0,0,1,0
s0001,595,0,0,0,1,1,0
s0001,596,0,0,0,0,1,0
s0001,597,0,0,0,1,1,0
s0001,598,0,0,0,0,1,0
s0001,599,0,0,0,0,1,0
s0001,600,0,0,0,1,1,0
s0001,601,0,0,0,1,1,0
s0001,602,0,0,0,0,1,0
s0001,603,0,0,0,1,1,0
s0001,604,0,0,0,0,1,0
s0001,605,0,0,0,1,1,0
s0001,606,0,0,0,0,1,0
s0001,607,0,0,0,1,1,0
s0001,608,0,0,0,0,1,0
s0001,609,0,0,0,0,1,0
s0001,610,0,0,0,0,1,0
s0001,611,0,0,0,0,1,0
s0001,612,0,0,0,1,1,0
s0001,613,0,0,0,0,1,0
s0001,614,0,0,0,1,1,0
s0001,615,0,0,0,0,1,0
s0001,616,0,0,0,1,1,0
s0001,617,0,0,0,0,1,0
s0001,618,0,0,0,1,1,0
s0001,619,0,0,0,1,1,0
s0001,620,0,0,0,0,1,0
s0001,621,0,0,0,0,1,0
s0001,622,0,0,0,0,1,0
s0001,623,0,0,0,0,1,0
s0001,624,0,0,0,0,1,0
s0001,625,0,0,0,0,1,0
s0001,626,0,0,0,0,1,0
s0001,627,0,0,0,0,1,0
s0001,628,0,0,0,0,1,0
s0001,629,0,0,0,0,1,0
s0001,630,0,0,0,0,1,0
s0001,631,0,0,0,0,1,0
s0001,632,0,0,0,0,1,0
s0001,633,0,0,0,0,1,0
s0001,634,0,0,0,0,1,0
s0001,635,0,0,0,1,1,0
s0001,636,0,0,0,0,1,0
s0001,637,0,0,0,0,1,0
s0001,638,0,0,0,1,1,0
s0001,639,0,0,0,0,1,0
s0001,640,0,0,0,0,1,0
s0001,641,0,0,0,0,1,0
s0001,642,0,0,0,0,1,0
s0001,643,0,0,0,1,1,0
s0001,644,0,0,0,0,1,0
s0001,645,0,0,0,1,1,0
s0001,646,0,0,0,0,1,0
s0001,647,0,0,0,1,1,0
s0001,648,0,0,0,0,1,0
s0001,649,0,0,0,1,1,0
s0001,650,0,0,0,0,1,0
s0001,651,0,0,0,0,1,0
s0001,652,0,0,0,1,1,0
s0001,653,0,0,0,0,1,0
s0001,654,0,0,0,0,1,0
s0001,655,0,0,0,1,1,0
s0001,656,0,0,0,0,1,0
s0001,657,0,0,0,1,1,0
s0001,658,0,0,0,0,1,0
s0001,659,0,0,0,1,1,0
s0001,660,0,0,0,0,1,0
s0001,661,0,0,0,0,1,0
s0001,662,0,0,0,0,1,0
s0001,663,0,0,0,0,1,0
s0001,664,0,0,0,0,1,0
s0001,665,0,0,0,0,1,0
s0001,666,0,0,0,0,1,0
s0001,667,0,0,0,0,1,0
s0001,668,0,0,0,0,1,0
s0001,669,0,0,0,1,1,0
s0001,670,0,0,0,0,1,0
s0001,671,0,0,0,0,1,0
s0001,672,0,0,0,1,1,0
s0001,673,0,0,0,0,1,0
s0001,674,0,0,0,1,1,0
s0001,675,0,0,0,0,1,0
s0001,676,0,0,0,1,1,0
s0001,677,0,0,0,0,1,0
s0001,678,0,0,0,1,1,0
s0001,679,0,0,0,0,1,0
s0001,680,0,0,0,0,1,0
s0001,681,0,0,0,0,1,0
s0001,682,0,0,0,0,1,0
s0001,683,0,0,0,0,1,0
s0001,684,0,0,0,0,1,0
s0001,685,0,0,0,1,1,0
s0001,686,0,0,0,0,1,0
s0001,687,0,0,0,1,1,0
s0001,688,0,0,0,0,1,0
s0001,689,0,0,0,1,1,0
s0001,690,0,0,0,0,1,0
s0001,691,0,0,0,1,1,0
s0001,692,0,0,0,0,1,0
s0001,693,0,0,0,1,1,0
s0001,694,0,0,0,0,1,0
s0001,695,0,0,0,1,1,0
s0001,696,0,0,0,0,1,0
s0001,697,0,0,0,0,1,0
s0001,698,0,0,0,0,1,0
s0001,699,0,0,0,1,1,0
s0001,700,0,0,0,0,1,0
s0001,701,0,0,0,0,1,0
s0001,702,0,0,0,0,1,0
s0001,703,0,0,0,0,1,0
s0001,704,0,0,0,0,1,0
s0001,705,0,0,0,0,1,0
s0001,706,0,0,0,0,1,0
s0001,707,0,0,0,0,1,0
s0001,708,0,0,0,0,1,0
s0001,709,0,0,0,0,1,0
s0001,710,0,0,0,0,1,0
s0001,711,0,0,0,0,1,0
s0001,712,0,0,0,0,1,0
s0001,713,0,0,0,0,1,0
s0001,714,0,0,0,0,1,0
s0001,715,0,0,0,0,1,0
s0001,716,0,0,0,0,1,0
s0001,717,0,0,0,0,1,0
s0001,718,0,0,0,0,1,0
s0001,719,0,0,0,0,1,0
s0001,720,0,0,0,0,1,0
s0001,721,0,0,0,0,1,0
s0001,722,0,0,0,0,1,0
s0001,723,0,0,0,0,1,0
s0001,724,0,0,0,0,1,0
s0001,725,0,0,0,0,1,0
s0001,726,0,0,0,0,1,0
s0001,727,0,0,0,0,1,0
s0001,728,0,0,0,0,1,0
s0001,729,0,0,0,0,1,0
s0001,730,0,0,0,0,1,0
s0001,731,0,0,0,0,1,0
s0001,732,0,0,0,0,1,0
s0001,733,0,0,0,0,1,0
s0001,734,0,0,0,0,1,0
s0001,735,0,0,0,0,1,0
s0001,736,0,0,0,0,1,0
s0001,737,0,0,0,0,1,0
s0001,738,0,0,0,0,1,0
s0001,739,0,0,0,0,1,0
s0001,740,0,0,0,0,1,0
s0001,741,0,0,0,0,1,0
s0001,742,0,0,0,0,1,0
s0001,743,0,0,0,0,1,0
s0001,744,0,0,0,0,1,0
s0001,745,0,0,0,0,1,0
s0001,746,0,0,0,0,1,0
s0001,747,0,0,0,0,1,0
s0001,748,0,0,0,0,1,0
s0001,749,0,0,0,0,1,0
s0001,750,0,0,0,0,1,0
s0001,751,0,0,0,0,1,0
s0001,752,0,0,0,0,1,0
s0001,753,0,0,0,0,1,0
s0001,754,0,0,0,0,1,0
s0001,755,0,0,0,0,1,0
s0001,756,0,0,0,0,1,0
s0001,757,0,0,0,0,1,0
s0001,758,0,0,0,0,1,0
s0001,759,0,0,0,0,1,0
s0001,760,0,0,0,0,1,0
s0001,761,0,0,0,0,1,0
s0001,762,0,0,0,0,1,0
s0001,763,0,0,0,0,1,0
s0001,764,0,0,0,0,1,0
s0001,765,0,0,0,0,1,0
s0001,766,0,0,0,0,1,0
s0001,767,0,0,0,0,1,0
s0001,768,0,0,0,0,1,0
s0001,769,0,0,0,0,1,0
s0001,770,0,0,0,0,1,0
s0001,771,0,0,0,0,1,0
s0001,772,0,0,0,0,1,0
s0001,773,0,0,0,0,1,0
